name,description,No.,the_geom,CODIGO,LATITUD,LONGITUD,ESTADO,unnamed (1),unnamed (2)
CALLE 100 CON CARRERA 46 BARRANQUILLA,No.: 1<br>CODIGO: 10046<br>LATITUD: 11.0080352<br>LONGITUD: -74.8338823<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,1,POINT (-74.8338823 11.0080352),10046,11.0080352,-74.8338823,Funcionando,,
CALLE 106 CON CARRERA 53 BARRANQUILLA,No.: 5<br>CODIGO: 10653<br>LATITUD: 11.0175066<br>LONGITUD: -74.8346608<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,5,POINT (-74.8346608 11.0175066),10653,11.0175066,-74.8346608,Funcionando,,
CALLE 110 CON CARRERA 13 BARRANQUILLA,No.: 6<br>CODIGO: 11013<br>LATITUD: 10.9683261<br>LONGITUD: -74.8380514<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,6,POINT (-74.8380514 10.9683261),11013,10.9683261,-74.8380514,Funcionando,,
CALLE 110 CON VENTANA AL MUNDO BARRANQUILLA,No.: 7<br>CODIGO: 110<br>LATITUD: 11.032731<br>LONGITUD: -74.831136<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,7,POINT (-74.831136 11.032731),110,11.032731,-74.831136,Funcionando,,
CALLE 17 CON CARRERA 15 BARRANQUILLA,No.: 8<br>CODIGO: 508<br>LATITUD: 10.9539613<br>LONGITUD: -74.7739496<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,8,POINT (-74.7739496 10.9539613),508,10.9539613,-74.7739496,Funcionando,,
CALLE 17 CON CARRERA 30 BARRANQUILLA,No.: 9<br>CODIGO: 500<br>LATITUD: 10.9674284<br>LONGITUD: -74.7748803<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,9,POINT (-74.7748803 10.9674284),500,10.9674284,-74.7748803,Funcionando,,
CALLE 17 CON CARRERA 38 BARRANQUILLA,No.: 10<br>CODIGO: 1124<br>LATITUD: 10.9754118<br>LONGITUD: -74.7753842<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,10,POINT (-74.7753842 10.9754118),1124,10.9754118,-74.7753842,Funcionando,,
CALLE 19 CON CARRERA 1E BARRANQUILLA,No.: 11<br>CODIGO: 1901<br>LATITUD: 10.936612<br>LONGITUD: -74.780262<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,11,POINT (-74.780262 10.936612),1901,10.936612,-74.780262,Funcionando,,
CALLE 19 CON CARRERA 5B BARRANQUILLA,No.: 12<br>CODIGO: 1905<br>LATITUD: 10.9437723<br>LONGITUD: -74.7768943<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,12,POINT (-74.7768943 10.9437723),1905,10.9437723,-74.7768943,Funcionando,,
CALLE 19 CON CARRERA 7 BARRANQUILLA,No.: 13<br>CODIGO: 1907<br>LATITUD: 10.94681<br>LONGITUD: -74.7759048<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,13,POINT (-74.7759048 10.94681),1907,10.94681,-74.7759048,Funcionando,,
CALLE 26 CON CARRERA 15 BARRANQUILLA,No.: 14<br>CODIGO: 2515<br>LATITUD: 10.9526771<br>LONGITUD: -74.7802189<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,14,POINT (-74.7802189 10.9526771),2515,10.9526771,-74.7802189,Funcionando,,
CALLE 30 CON CARRERA 14 BARRANQUILLA,No.: 15<br>CODIGO: 2506<br>LATITUD: 10.9524282<br>LONGITUD: -74.7863451<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,15,POINT (-74.7863451 10.9524282),2506,10.9524282,-74.7863451,Funcionando,,
CALLE 30 CON CARRERA 15 BARRANQUILLA,No.: 16<br>CODIGO: 2506<br>LATITUD: 10.9515936<br>LONGITUD: -74.7860889<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,16,POINT (-74.7860889 10.9515936),2506,10.9515936,-74.7860889,Funcionando,,
CALLE 30 CON CARRERA 20 BARRANQUILLA,No.: 17<br>CODIGO: 2508<br>LATITUD: 10.9567872<br>LONGITUD: -74.786032<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,17,POINT (-74.786032 10.9567872),2508,10.9567872,-74.786032,Funcionando,,
CALLE 30 CON CARRERA 21 BARRANQUILLA,No.: 18<br>CODIGO: 1509<br>LATITUD: 10.9592699<br>LONGITUD: -74.7851271<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,18,POINT (-74.7851271 10.9592699),1509,10.9592699,-74.7851271,Funcionando,,
CALLE 30 CON CARRERA 21B BARRANQUILLA,No.: 19<br>CODIGO: 1509<br>LATITUD: 10.9609495<br>LONGITUD: -74.7843952<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,19,POINT (-74.7843952 10.9609495),1509,10.9609495,-74.7843952,Funcionando,,
CALLE 30 CON CARRERA 23 BARRANQUILLA,No.: 20<br>CODIGO: 2511<br>LATITUD: 10.9622783<br>LONGITUD: -74.7839898<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,20,POINT (-74.7839898 10.9622783),2511,10.9622783,-74.7839898,Funcionando,,
CALLE 30 CON CARRERA 24 BARRANQUILLA,No.: 21<br>CODIGO: 1510<br>LATITUD: 10.963379<br>LONGITUD: -74.783424<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,21,POINT (-74.783424 10.963379),1510,10.963379,-74.783424,Funcionando,,
CALLE 30 CON CARRERA 25 BARRANQUILLA,No.: 22<br>CODIGO: 1510<br>LATITUD: 10.9643142<br>LONGITUD: -74.7831608<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,22,POINT (-74.7831608 10.9643142),1510,10.9643142,-74.7831608,Funcionando,,
CALLE 30 CON CARRERA 28 BARRANQUILLA,No.: 23<br>CODIGO: 2512<br>LATITUD: 10.9666814<br>LONGITUD: -74.7821481<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,23,POINT (-74.7821481 10.9666814),2512,10.9666814,-74.7821481,Funcionando,,
CALLE 30 CON CARRERA 30 BARRANQUILLA,No.: 24<br>CODIGO: 1514<br>LATITUD: 10.9691942<br>LONGITUD: -74.7808624<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,24,POINT (-74.7808624 10.9691942),1514,10.9691942,-74.7808624,Funcionando,,
CALLE 30 CON CARRERA 38 BARRANQUILLA,No.: 25<br>CODIGO: 1126<br>LATITUD: 10.9762252<br>LONGITUD: -74.7773309<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,25,POINT (-74.7773309 10.9762252),1126,10.9762252,-74.7773309,Funcionando,,
CALLE 30 CON CARRERA 4 BARRANQUILLA,No.: 26<br>CODIGO: 2503<br>LATITUD: 10.9397426<br>LONGITUD: -74.7826357<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,26,POINT (-74.7826357 10.9397426),2503,10.9397426,-74.7826357,Funcionando,,
CALLE 30 CON CARRERA 40 BARRANQUILLA,No.: 27<br>CODIGO: 1126<br>LATITUD: 10.9776657<br>LONGITUD: -74.776502<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,27,POINT (-74.776502 10.9776657),1126,10.9776657,-74.776502,Funcionando,,
CALLE 30 CON CARRERA 43 BARRANQUILLA,No.: 28<br>CODIGO: 2104<br>LATITUD: 10.9811718<br>LONGITUD: -74.7753824<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,28,POINT (-74.7753824 10.9811718),2104,10.9811718,-74.7753824,Funcionando,,
CALLE 30 CON CARRERA 44 BARRANQUILLA,No.: 29<br>CODIGO: 2105<br>LATITUD: 10.9825115<br>LONGITUD: -74.77556<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,29,POINT (-74.77556 10.9825115),2105,10.9825115,-74.77556,Funcionando,,
CALLE 30 CON CARRERA 46 BARRANQUILLA,No.: 30<br>CODIGO: 3046<br>LATITUD: 10.9857315<br>LONGITUD: -74.7769683<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,30,POINT (-74.7769683 10.9857315),3046,10.9857315,-74.7769683,Funcionando,,
CALLE 30 CON CARRERA 8 BARRANQUILLA,No.: 31<br>CODIGO: 1504<br>LATITUD: 10.9469744<br>LONGITUD: -74.7847508<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,31,POINT (-74.7847508 10.9469744),1504,10.9469744,-74.7847508,Funcionando,,
CALLE 30 ENTRE CARRERAS 1 Y 2 BARRANQUILLA,No.: 32<br>CODIGO: 3001<br>LATITUD: 10.936740<br>LONGITUD: -74.781744<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,32,POINT (-74.781744 10.93674),3001,10.93674,-74.781744,Funcionando,,
CALLE 34 CON CARRERA 38 BARRANQUILLA,No.: 33<br>CODIGO: 2129<br>LATITUD: 10.9771<br>LONGITUD: -74.7794114<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,33,POINT (-74.7794114 10.9771),2129,10.9771,-74.7794114,Funcionando,,
CALLE 34 CON CARRERA 40 BARRANQUILLA,No.: 34<br>CODIGO: 2132<br>LATITUD: 10.9790133<br>LONGITUD: -74.7787315<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,34,POINT (-74.7787315 10.9790133),2132,10.9790133,-74.7787315,Funcionando,,
CALLE 34 CON CARRERA 41 BARRANQUILLA,No.: 35<br>CODIGO: 2132<br>LATITUD: 10.9800066<br>LONGITUD: -74.7784432<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,35,POINT (-74.7784432 10.9800066),2132,10.9800066,-74.7784432,Funcionando,,
CALLE 34 CON CARRERA 43 BARRANQUILLA,No.: 36<br>CODIGO: 2133<br>LATITUD: 10.9812295<br>LONGITUD: -74.7782254<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,36,POINT (-74.7782254 10.9812295),2133,10.9812295,-74.7782254,Funcionando,,
CALLE 34 CON CARRERA 44 BARRANQUILLA,No.: 37<br>CODIGO: 2134<br>LATITUD: 10.9828928<br>LONGITUD: -74.7778786<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,37,POINT (-74.7778786 10.9828928),2134,10.9828928,-74.7778786,Funcionando,,
CALLE 34 CON CARRERA 45 BARRANQUILLA,No.: 38<br>CODIGO: 2134<br>LATITUD: 10.9838136<br>LONGITUD: -74.777582<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,38,POINT (-74.777582 10.9838136),2134,10.9838136,-74.777582,Funcionando,,
CALLE 34 CON CARRERA 46 BARRANQUILLA *norte,No.: 39<br>CODIGO: 3046<br>LATITUD: 10.985733<br>LONGITUD: -74.776969<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,39,POINT (-74.776969 10.985733),3046,10.985733,-74.776969,Funcionando,,
CALLE 34 CON CARRERA 46 BARRANQUILLA *sur,No.: 40<br>CODIGO: 3046<br>LATITUD: 10.985721<br>LONGITUD: -74.776957<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,40,POINT (-74.776957 10.985721),3046,10.985721,-74.776957,Funcionando,,
CALLE 36B CON CARRERA 8 BARRANQUILLA,No.: 42<br>CODIGO: 3608<br>LATITUD: 10.946079<br>LONGITUD: -74.7921527<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,42,POINT (-74.7921527 10.946079),3608,10.946079,-74.7921527,Funcionando,,
CALLE 37 CON CARRERA 44 BARRANQUILLA,No.: 43<br>CODIGO: 2120<br>LATITUD: 10.9833457<br>LONGITUD: -74.7799369<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,43,POINT (-74.7799369 10.9833457),2120,10.9833457,-74.7799369,Funcionando,,
CALLE 37 CON CARRERA 46 BARRANQUILLA,No.: 44<br>CODIGO: 3746<br>LATITUD: 10.9860925<br>LONGITUD: -74.7793988<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,44,POINT (-74.7793988 10.9860925),3746,10.9860925,-74.7793988,Funcionando,,
CALLE 38 CON CARRERA 30 BARRANQUILLA,No.: 45<br>CODIGO: 3830<br>LATITUD: 10.9703976<br>LONGITUD: -74.7844122<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,45,POINT (-74.7844122 10.9703976),3830,10.9703976,-74.7844122,Funcionando,,
CALLE 38 CON CARRERA 33 BARRANQUILLA,No.: 46<br>CODIGO: 2601<br>LATITUD: 10.973159<br>LONGITUD: -74.7833655<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,46,POINT (-74.7833655 10.973159),2601,10.973159,-74.7833655,Funcionando,,
CALLE 38 CON CARRERA 38 BARRANQUILLA,No.: 47<br>CODIGO: 1130<br>LATITUD: 10.9780656<br>LONGITUD: -74.781797<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,47,POINT (-74.781797 10.9780656),1130,10.9780656,-74.781797,Funcionando,,
CALLE 38 CON CARRERA 40 BARRANQUILLA,No.: 48<br>CODIGO: 1131<br>LATITUD: 10.9799677<br>LONGITUD: -74.7812785<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,48,POINT (-74.7812785 10.9799677),1131,10.9799677,-74.7812785,Funcionando,,
CALLE 38 CON CARRERA 44 BARRANQUILLA,No.: 49<br>CODIGO: 2120<br>LATITUD: 10.9834463<br>LONGITUD: -74.780499<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,49,POINT (-74.780499 10.9834463),2120,10.9834463,-74.780499,Funcionando,,
CALLE 38 CON CARRERA 45 BARRANQUILLA,No.: 50<br>CODIGO: 1114<br>LATITUD: 10.9848984<br>LONGITUD: -74.7801725<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,50,POINT (-74.7801725 10.9848984),1114,10.9848984,-74.7801725,Funcionando,,
CALLE 38 CON CARRERA43 BARRANQUILLA,No.: 51<br>CODIGO: 3843<br>LATITUD: 10.9817507<br>LONGITUD: -74.7808262<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,51,POINT (-74.7808262 10.9817507),3843,10.9817507,-74.7808262,Funcionando,,
CALLE 39 CON CARRERA 30 BARRANQUILLA,No.: 52<br>CODIGO: 3830<br>LATITUD: 10.9703325<br>LONGITUD: -74.7850403<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,52,POINT (-74.7850403 10.9703325),3830,10.9703325,-74.7850403,Funcionando,,
CALLE 40 CON CARRERA 46 BARRANQUILLA,No.: 53<br>CODIGO: 4046<br>LATITUD: 10.9863515<br>LONGITUD: -74.7810334<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,53,POINT (-74.7810334 10.9863515),4046,10.9863515,-74.7810334,Funcionando,,
CALLE 40 CON CARRERA 38 BARRANQUILLA,No.: 54<br>CODIGO: 1130<br>LATITUD: 10.9784831<br>LONGITUD: -74.7828894<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,54,POINT (-74.7828894 10.9784831),1130,10.9784831,-74.7828894,Funcionando,,
CALLE 40 CON CARRERA 40 BARRANQUILLA,No.: 55<br>CODIGO: 1131<br>LATITUD: 10.9802963<br>LONGITUD: -74.7823961<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,55,POINT (-74.7823961 10.9802963),1131,10.9802963,-74.7823961,Funcionando,,
CALLE 40 CON CARRERA 44 BARRANQUILLA,No.: 56<br>CODIGO: 4044<br>LATITUD: 10.9837043<br>LONGITUD: -74.7815697<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,56,POINT (-74.7815697 10.9837043),4044,10.9837043,-74.7815697,Funcionando,,
CALLE 40 CON CARRERA 50 BARRANQUILLA,No.: 57<br>CODIGO: 4050<br>LATITUD: 10.9887281<br>LONGITUD: -74.7805062<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,57,POINT (-74.7805062 10.9887281),4050,10.9887281,-74.7805062,Funcionando,,
CALLE 42 CON CARRERA 24 BARRANQUILLA,No.: 58<br>CODIGO: 1423<br>LATITUD: 10.9659884<br>LONGITUD: -74.7898688<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,58,POINT (-74.7898688 10.9659884),1423,10.9659884,-74.7898688,Funcionando,,
CALLE 42 CON CARRERA 25 BARRANQUILLA,No.: 59<br>CODIGO: 1423<br>LATITUD: 10.9667616<br>LONGITUD: -74.7890203<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,59,POINT (-74.7890203 10.9667616),1423,10.9667616,-74.7890203,Funcionando,,
CALLE 42 CON CARRERA 46 BARRANQUILLA,No.: 60<br>CODIGO: 4246<br>LATITUD: 10.986711<br>LONGITUD: -74.7824798<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,60,POINT (-74.7824798 10.986711),4246,10.986711,-74.7824798,Funcionando,,
CALLE 42 CON CARRERA 50 BARRANQUILLA,No.: 61<br>CODIGO: 4250<br>LATITUD: 10.9891238<br>LONGITUD: -74.7820207<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,61,POINT (-74.7820207 10.9891238),4250,10.9891238,-74.7820207,Funcionando,,
CALLE 43 CON CARRERA 46 BARRANQUILLA,No.: 62<br>CODIGO: 4246<br>LATITUD: 10.9868798<br>LONGITUD: -74.7831735<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,62,POINT (-74.7831735 10.9868798),4246,10.9868798,-74.7831735,Funcionando,,
CALLE 44 CON CARRERA 38 BARRANQUILLA,No.: 63<br>CODIGO: 2440<br>LATITUD: 10.9795369<br>LONGITUD: -74.786133<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,63,POINT (-74.786133 10.9795369),2440,10.9795369,-74.786133,Funcionando,,
CALLE 45 CON AV VÍA 40 BARRANQUILLA,No.: 64<br>CODIGO: 2146<br>LATITUD: 10.9961074<br>LONGITUD: -74.7825027<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,64,POINT (-74.7825027 10.9961074),2146,10.9961074,-74.7825027,Funcionando,,
CALLE 45 CON CARRERA 1 BARRANQUILLA,No.: 65<br>CODIGO: 2401<br>LATITUD: 10.930138<br>LONGITUD: -74.7991201<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,65,POINT (-74.7991201 10.930138),2401,10.930138,-74.7991201,Funcionando,,
CALLE 45 CON CARRERA 17 BARRANQUILLA,No.: 67<br>CODIGO: 4517<br>LATITUD: 10.9556793<br>LONGITUD: -74.7961987<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,67,POINT (-74.7961987 10.9556793),4517,10.9556793,-74.7961987,Funcionando,,
CALLE 45 CON CARRERA 19 BARRANQUILLA,No.: 68<br>CODIGO: 2410<br>LATITUD: 10.9584588<br>LONGITUD: -74.7948608<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,68,POINT (-74.7948608 10.9584588),2410,10.9584588,-74.7948608,Funcionando,,
CALLE 45 CON CARRERA 20B BARRANQUILLA,No.: 69<br>CODIGO: 4520<br>LATITUD: 10.9599332<br>LONGITUD: -74.7941408<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,69,POINT (-74.7941408 10.9599332),4520,10.9599332,-74.7941408,Funcionando,,
CALLE 45 CON CARRERA 21 BARRANQUILLA,No.: 70<br>CODIGO: 4521<br>LATITUD: 10.9618252<br>LONGITUD: -74.7932791<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,70,POINT (-74.7932791 10.9618252),4521,10.9618252,-74.7932791,Funcionando,,
CALLE 45 CON CARRERA 24 BARRANQUILLA,No.: 71<br>CODIGO: 2424<br>LATITUD: 10.9665101<br>LONGITUD: -74.7911115<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,71,POINT (-74.7911115 10.9665101),2424,10.9665101,-74.7911115,Funcionando,,
CALLE 45 CON CARRERA 26 BARRANQUILLA,No.: 72<br>CODIGO: 4526<br>LATITUD: 10.9680692<br>LONGITUD: -74.7906379<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,72,POINT (-74.7906379 10.9680692),4526,10.9680692,-74.7906379,Funcionando,,
CALLE 45 CON CARRERA 27 BARRANQUILLA,No.: 73<br>CODIGO: 4526<br>LATITUD: 10.9696249<br>LONGITUD: -74.7901346<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,73,POINT (-74.7901346 10.9696249),4526,10.9696249,-74.7901346,Funcionando,,
CALLE 45 CON CARRERA 2A BARRANQUILLA,No.: 74<br>CODIGO: 4501<br>LATITUD: 10.9337912<br>LONGITUD: -74.7993457<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,74,POINT (-74.7993457 10.9337912),4501,10.9337912,-74.7993457,Funcionando,,
CALLE 45 CON CARRERA 30 BARRANQUILLA,No.: 75<br>CODIGO: 2430<br>LATITUD: 10.9720192<br>LONGITUD: -74.7894355<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,75,POINT (-74.7894355 10.9720192),2430,10.9720192,-74.7894355,Funcionando,,
CALLE 45 CON CARRERA 33 BARRANQUILLA,No.: 76<br>CODIGO: 2438<br>LATITUD: 10.9751144<br>LONGITUD: -74.7884841<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,76,POINT (-74.7884841 10.9751144),2438,10.9751144,-74.7884841,Funcionando,,
CALLE 45 CON CARRERA 34 BARRANQUILLA,No.: 77<br>CODIGO: 4534<br>LATITUD: 10.9838136<br>LONGITUD: -74.777582<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,77,POINT (-74.777582 10.9838136),4534,10.9838136,-74.777582,Funcionando,,
CALLE 45 CON CARRERA 36 BARRANQUILLA,No.: 78<br>CODIGO: 4534<br>LATITUD: 10.978146<br>LONGITUD: -74.7874841<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,78,POINT (-74.7874841 10.978146),4534,10.978146,-74.7874841,Funcionando,,
CALLE 45 CON CARRERA 38 BARRANQUILLA,No.: 79<br>CODIGO: 2440<br>LATITUD: 10.9798372<br>LONGITUD: -74.7871283<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,79,POINT (-74.7871283 10.9798372),2440,10.9798372,-74.7871283,Funcionando,,
CALLE 45 CON CARRERA 4 BARRANQUILLA,No.: 80<br>CODIGO: 2402<br>LATITUD: 10.9383337<br>LONGITUD: -74.7993309<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,80,POINT (-74.7993309 10.9383337),2402,10.9383337,-74.7993309,Funcionando,,
CALLE 45 CON CARRERA 41 BARRANQUILLA,No.: 81<br>CODIGO: 4541<br>LATITUD: 10.981457<br>LONGITUD: -74.7867596<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,81,POINT (-74.7867596 10.981457),4541,10.981457,-74.7867596,Funcionando,,
CALLE 45 CON CARRERA 43 BARRANQUILLA,No.: 82<br>CODIGO: 2136<br>LATITUD: 10.9830068<br>LONGITUD: -74.7863391<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,82,POINT (-74.7863391 10.9830068),2136,10.9830068,-74.7863391,Funcionando,,
CALLE 45 CON CARRERA 44 BARRANQUILLA,No.: 83<br>CODIGO: 2144<br>LATITUD: 10.9845719<br>LONGITUD: -74.7857557<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,83,POINT (-74.7857557 10.9845719),2144,10.9845719,-74.7857557,Funcionando,,
CALLE 45 CON CARRERA 45 BARRANQUILLA,No.: 84<br>CODIGO: 2135<br>LATITUD: 10.9864681<br>LONGITUD: -74.7852241<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,84,POINT (-74.7852241 10.9864681),2135,10.9864681,-74.7852241,Funcionando,,
