name,description,No.,the_geom,CODIGO,LATITUD,LONGITUD,ESTADO,unnamed (1),unnamed (2)
CALLE 76 CON CARRERA 58 BARRANQUILLA,No.: 246<br>CODIGO: 1246<br>LATITUD: 11.0057036<br>LONGITUD: -74.801706<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,246,POINT (-74.801706 11.0057036),1246,11.0057036,-74.801706,Funcionando,,
CALLE 76 CON CARRERA 59 BARRANQUILLA,No.: 247<br>CODIGO: 7660<br>LATITUD: 11.0062431<br>LONGITUD: -74.8009011<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,247,POINT (-74.8009011 11.0062431),7660,11.0062431,-74.8009011,Funcionando,,
CALLE 76 CON CARRERA 6 BARRANQUILLA,No.: 248<br>CODIGO: 2006<br>LATITUD: 10.9456934<br>LONGITUD: -74.8216827<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,248,POINT (-74.8216827 10.9456934),2006,10.9456934,-74.8216827,Funcionando,,
CALLE 76 CON CARRERA 60 BARRANQUILLA,No.: 249<br>CODIGO: 7660<br>LATITUD: 11.0067707<br>LONGITUD: -74.8001673<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,249,POINT (-74.8001673 11.0067707),7660,11.0067707,-74.8001673,Funcionando,,
CALLE 76B CON CARRERA 42F BARRANQUILLA,No.: 250<br>CODIGO: 2351<br>LATITUD: 10.9937509<br>LONGITUD: -74.8137955<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,250,POINT (-74.8137955 10.9937509),2351,10.9937509,-74.8137955,Funcionando,,
CALLE 77 CON CARRERA 59 BARRANQUILLA,No.: 251<br>CODIGO: 7759<br>LATITUD: 11.0068867<br>LONGITUD: -74.8016404<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,251,POINT (-74.8016404 11.0068867),7759,11.0068867,-74.8016404,Funcionando,,
CALLE 77 CON CARRERA 60 BARRANQUILLA,No.: 252<br>CODIGO: 1244<br>LATITUD: 11.0081521<br>LONGITUD: -74.8011879<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,252,POINT (-74.8011879 11.0081521),1244,11.0081521,-74.8011879,Funcionando,,
CALLE 79 CON CARRERA 43 BARRANQUILLA,No.: 254<br>CODIGO: 1353<br>LATITUD: 10.9953249<br>LONGITUD: -74.8136578<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,254,POINT (-74.8136578 10.9953249),1353,10.9953249,-74.8136578,Funcionando,,
CALLE 79 CON CARRERA 44 BARRANQUILLA,No.: 255<br>CODIGO: 1353<br>LATITUD: 10.9964759<br>LONGITUD: -74.8129678<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,255,POINT (-74.8129678 10.9964759),1353,10.9964759,-74.8129678,Funcionando,,
CALLE 79 CON CARRERA 46 BARRANQUILLA,No.: 256<br>CODIGO: 1355<br>LATITUD: 10.997987<br>LONGITUD: -74.8120945<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,256,POINT (-74.8120945 10.997987),1355,10.997987,-74.8120945,Funcionando,,
CALLE 79 CON CARRERA 47 BARRANQUILLA,No.: 257<br>CODIGO: 1355<br>LATITUD: 10.9986453<br>LONGITUD: -74.8117193<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,257,POINT (-74.8117193 10.9986453),1355,10.9986453,-74.8117193,Funcionando,,
CALLE 79 CON CARRERA 49C BARRANQUILLA,No.: 258<br>CODIGO: 1235<br>LATITUD: 11.0000584<br>LONGITUD: -74.8110692<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,258,POINT (-74.8110692 11.0000584),1235,11.0000584,-74.8110692,Funcionando,,
CALLE 79 CON CARRERA 50 BARRANQUILLA,No.: 259<br>CODIGO: 1235<br>LATITUD: 11.0009055<br>LONGITUD: -74.8104505<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,259,POINT (-74.8104505 11.0009055),1235,11.0009055,-74.8104505,Funcionando,,
CALLE 79 CON CARRERA 51 BARRANQUILLA,No.: 260<br>CODIGO: 1236<br>LATITUD: 11.0018231<br>LONGITUD: -74.8097543<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,260,POINT (-74.8097543 11.0018231),1236,11.0018231,-74.8097543,Funcionando,,
CALLE 79 CON CARRERA 51B BARRANQUILLA,No.: 261<br>CODIGO: 1236<br>LATITUD: 11.0026222<br>LONGITUD: -74.8091471<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,261,POINT (-74.8091471 11.0026222),1236,11.0026222,-74.8091471,Funcionando,,
CALLE 79 CON CARRERA 52 BARRANQUILLA,No.: 262<br>CODIGO: 1234<br>LATITUD: 11.003424<br>LONGITUD: -74.8085522<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,262,POINT (-74.8085522 11.003424),1234,11.003424,-74.8085522,Funcionando,,
CALLE 79 CON CARRERA 53 BARRANQUILLA,No.: 263<br>CODIGO: 1234<br>LATITUD: 11.004304<br>LONGITUD: -74.8081282<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,263,POINT (-74.8081282 11.004304),1234,11.004304,-74.8081282,Funcionando,,
CALLE 79 CON CARRERA 59B BARRANQUILLA,No.: 264<br>CODIGO: 1232<br>LATITUD: 11.008813<br>LONGITUD: -74.8050155<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,264,POINT (-74.8050155 11.008813),1232,11.008813,-74.8050155,Funcionando,,
CALLE 79 CON CARRERA 60 BARRANQUILLA,No.: 265<br>CODIGO: 1232<br>LATITUD: 11.0092328<br>LONGITUD: -74.8046574<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,265,POINT (-74.8046574 11.0092328),1232,11.0092328,-74.8046574,Funcionando,,
CALLE 79A CON CARRERA 38 BARRANQUILLA,No.: 266<br>CODIGO: 1323<br>LATITUD: 10.9871381<br>LONGITUD: -74.818183<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,266,POINT (-74.818183 10.9871381),1323,10.9871381,-74.818183,Funcionando,,
CALLE 80 CON CARRERA 42F BARRANQUILLA,No.: 267<br>CODIGO: 2350<br>LATITUD: 10.9943343<br>LONGITUD: -74.8168731<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,267,POINT (-74.8168731 10.9943343),2350,10.9943343,-74.8168731,Funcionando,,
CALLE 80 CON CARRERA 43 BARRANQUILLA,No.: 268<br>CODIGO: 8043<br>LATITUD: 10.9964867<br>LONGITUD: -74.8158477<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,268,POINT (-74.8158477 10.9964867),8043,10.9964867,-74.8158477,Funcionando,,
CALLE 80 CON CARRERA 46 BARRANQUILLA,No.: 269<br>CODIGO: 8046<br>LATITUD: 10.9992163<br>LONGITUD: -74.8142506<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,269,POINT (-74.8142506 10.9992163),8046,10.9992163,-74.8142506,Funcionando,,
CALLE 80 CON CARRERA 49C BARRANQUILLA,No.: 270<br>CODIGO: 8050<br>LATITUD: 11.0010288<br>LONGITUD: -74.8133817<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,270,POINT (-74.8133817 11.0010288),8050,11.0010288,-74.8133817,Funcionando,,
CALLE 80 CON CARRERA 50 BARRANQUILLA,No.: 271<br>CODIGO: 8050<br>LATITUD: 11.0017022<br>LONGITUD: -74.8126246<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,271,POINT (-74.8126246 11.0017022),8050,11.0017022,-74.8126246,Funcionando,,
CALLE 80 CON CARRERA 51 BARRANQUILLA,No.: 272<br>CODIGO: 8051<br>LATITUD: 11.002856<br>LONGITUD: -74.812456<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,272,POINT (-74.812456 11.002856),8051,11.002856,-74.812456,Funcionando,,
CALLE 80B CON CARRERA 42 BARRANQUILLA,No.: 273<br>CODIGO: 8042<br>LATITUD: 10.989036<br>LONGITUD: -74.8225333<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,273,POINT (-74.8225333 10.989036),8042,10.989036,-74.8225333,Funcionando,,
CALLE 82 CON CARRERA 42H BARRANQUILLA,No.: 275<br>CODIGO: 1349<br>LATITUD: 10.996878<br>LONGITUD: -74.8183497<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,275,POINT (-74.8183497 10.996878),1349,10.996878,-74.8183497,Funcionando,,
CALLE 82 CON CARRERA 43 BARRANQUILLA,No.: 276<br>CODIGO: 1349<br>LATITUD: 10.9976459<br>LONGITUD: -74.817993<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,276,POINT (-74.817993 10.9976459),1349,10.9976459,-74.817993,Funcionando,,
CALLE 82 CON CARRERA 44 BARRANQUILLA,No.: 277<br>CODIGO: 1349<br>LATITUD: 10.9990717<br>LONGITUD: -74.81742<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,277,POINT (-74.81742 10.9990717),1349,10.9990717,-74.81742,Funcionando,,
CALLE 82 CON CARRERA 46 BARRANQUILLA,No.: 278<br>CODIGO: 1229<br>LATITUD: 11.0006369<br>LONGITUD: -74.8167568<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,278,POINT (-74.8167568 11.0006369),1229,11.0006369,-74.8167568,Funcionando,,
CALLE 82 CON CARRERA 47 BARRANQUILLA,No.: 279<br>CODIGO: 1229<br>LATITUD: 11.0013593<br>LONGITUD: -74.8164114<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,279,POINT (-74.8164114 11.0013593),1229,11.0013593,-74.8164114,Funcionando,,
CALLE 82 CON CARRERA 49C BARRANQUILLA,No.: 280<br>CODIGO: 1229<br>LATITUD: 11.0020827<br>LONGITUD: -74.8159369<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,280,POINT (-74.8159369 11.0020827),1229,11.0020827,-74.8159369,Funcionando,,
CALLE 82 CON CARRERA 50 BARRANQUILLA,No.: 281<br>CODIGO: 8250<br>LATITUD: 11.0029034<br>LONGITUD: -74.8154409<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,281,POINT (-74.8154409 11.0029034),8250,11.0029034,-74.8154409,Funcionando,,
CALLE 82 CON CARRERA 51 BARRANQUILLA,No.: 282<br>CODIGO: 8250<br>LATITUD: 11.0037485<br>LONGITUD: -74.814866<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,282,POINT (-74.814866 11.0037485),8250,11.0037485,-74.814866,Funcionando,,
CALLE 82 CON CARRERA 51B BARRANQUILLA,No.: 283<br>CODIGO: 8252<br>LATITUD: 11.0044963<br>LONGITUD: -74.8143788<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,283,POINT (-74.8143788 11.0044963),8252,11.0044963,-74.8143788,Funcionando,,
CALLE 82 CON CARRERA 52 BARRANQUILLA,No.: 284<br>CODIGO: 8252<br>LATITUD: 11.005283<br>LONGITUD: -74.813897<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,284,POINT (-74.813897 11.005283),8252,11.005283,-74.813897,Funcionando,,
CALLE 82 CON CARRERA 53 BARRANQUILLA,No.: 285<br>CODIGO: 2231<br>LATITUD: 11.0061612<br>LONGITUD: -74.8133269<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,285,POINT (-74.8133269 11.0061612),2231,11.0061612,-74.8133269,Funcionando,,
CALLE 82 CON CARRERA 55 BARRANQUILLA,No.: 286<br>CODIGO: 2231<br>LATITUD: 11.0070276<br>LONGITUD: -74.8127537<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,286,POINT (-74.8127537 11.0070276),2231,11.0070276,-74.8127537,Funcionando,,
CALLE 82 CON CARRERA 57 BARRANQUILLA,No.: 287<br>CODIGO: 8257<br>LATITUD: 11.0086374<br>LONGITUD: -74.8117652<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,287,POINT (-74.8117652 11.0086374),8257,11.0086374,-74.8117652,Funcionando,,
CALLE 82 CON CARRERA 58 BARRANQUILLA,No.: 288<br>CODIGO: 8257<br>LATITUD: 11.0094152<br>LONGITUD: -74.8114825<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,288,POINT (-74.8114825 11.0094152),8257,11.0094152,-74.8114825,Funcionando,,
CALLE 84 CON CARRERA 43 BARRANQUILLA,No.: 289<br>CODIGO: 1347<br>LATITUD: 10.9984431<br>LONGITUD: -74.820031<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,289,POINT (-74.820031 10.9984431),1347,10.9984431,-74.820031,Funcionando,,
CALLE 84 CON CARRERA 44 BARRANQUILLA,No.: 290<br>CODIGO: 1347<br>LATITUD: 11.0000323<br>LONGITUD: -74.81953<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,290,POINT (-74.81953 11.0000323),1347,11.0000323,-74.81953,Funcionando,,
CALLE 84 CON CARRERA 46 BARRANQUILLA,No.: 291<br>CODIGO: 1347<br>LATITUD: 11.0016435<br>LONGITUD: -74.8190021<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,291,POINT (-74.8190021 11.0016435),1347,11.0016435,-74.8190021,Funcionando,,
CALLE 84 CON CARRERA 47 BARRANQUILLA,No.: 292<br>CODIGO: 1228<br>LATITUD: 11.0023999<br>LONGITUD: -74.8187255<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,292,POINT (-74.8187255 11.0023999),1228,11.0023999,-74.8187255,Funcionando,,
CALLE 84 CON CARRERA 49C BARRANQUILLA,No.: 293<br>CODIGO: 1228<br>LATITUD: 11.0031341<br>LONGITUD: -74.8183944<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,293,POINT (-74.8183944 11.0031341),1228,11.0031341,-74.8183944,Funcionando,,
CALLE 84 CON CARRERA 50 BARRANQUILLA,No.: 294<br>CODIGO: 1228<br>LATITUD: 11.0040404<br>LONGITUD: -74.8179766<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,294,POINT (-74.8179766 11.0040404),1228,11.0040404,-74.8179766,Funcionando,,
CALLE 84 CON CARRERA 51 BARRANQUILLA,No.: 295<br>CODIGO: 8451<br>LATITUD: 11.0049463<br>LONGITUD: -74.8175542<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,295,POINT (-74.8175542 11.0049463),8451,11.0049463,-74.8175542,Funcionando,,
CALLE 84 CON CARRERA 57 BARRANQUILLA,No.: 299<br>CODIGO: 8457<br>LATITUD: 11.0093433<br>LONGITUD: -74.8132658<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,299,POINT (-74.8132658 11.0093433),8457,11.0093433,-74.8132658,Funcionando,,
CALLE 84 CON CARRERA 58 BARRANQUILLA,No.: 300<br>CODIGO: 8457<br>LATITUD: 11.0099045<br>LONGITUD: -74.812532<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,300,POINT (-74.812532 11.0099045),8457,11.0099045,-74.812532,Funcionando,,
CALLE 85 CON CARRERA 43 BARRANQUILLA,No.: 301<br>CODIGO: 8543<br>LATITUD: 10.9991116<br>LONGITUD: -74.8222857<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,301,POINT (-74.8222857 10.9991116),8543,10.9991116,-74.8222857,Funcionando,,
CALLE 85 CON CARRERA 46 BARRANQUILLA,No.: 302<br>CODIGO: 2345<br>LATITUD: 11.0023332<br>LONGITUD: -74.8210462<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,302,POINT (-74.8210462 11.0023332),2345,11.0023332,-74.8210462,Funcionando,,
CALLE 85 CON CARRERA 49C BARRANQUILLA,No.: 303<br>CODIGO: 8550<br>LATITUD: 11.004017<br>LONGITUD: -74.8203225<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,303,POINT (-74.8203225 11.004017),8550,11.004017,-74.8203225,Funcionando,,
CALLE 85 CON CARRERA 50 BARRANQUILLA,No.: 304<br>CODIGO: 8550<br>LATITUD: 11.0049151<br>LONGITUD: -74.8198862<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,304,POINT (-74.8198862 11.0049151),8550,11.0049151,-74.8198862,Funcionando,,
CALLE 85 CON CARRERA 51B BARRANQUILLA,No.: 305<br>CODIGO: 8553<br>LATITUD: 11.0066005<br>LONGITUD: -74.8190697<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,305,POINT (-74.8190697 11.0066005),8553,11.0066005,-74.8190697,Funcionando,,
CALLE 85 CON CARRERA 52 BARRANQUILLA,No.: 306<br>CODIGO: 8553<br>LATITUD: 11.0072921<br>LONGITUD: -74.8182891<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,306,POINT (-74.8182891 11.0072921),8553,11.0072921,-74.8182891,Funcionando,,
CALLE 85 CON CARRERA 53 BARRANQUILLA,No.: 307<br>CODIGO: 8553<br>LATITUD: 11.0078847<br>LONGITUD: -74.8171564<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,307,POINT (-74.8171564 11.0078847),8553,11.0078847,-74.8171564,Funcionando,,
CALLE 85 CON CARRERA 58 BARRANQUILLA,No.: 308<br>CODIGO: 8558<br>LATITUD: 11.0108647<br>LONGITUD: -74.8146798<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,308,POINT (-74.8146798 11.0108647),8558,11.0108647,-74.8146798,Funcionando,,
CALLE 85 CON CARRERA 59B BARRANQUILLA,No.: 309<br>CODIGO: 8559<br>LATITUD: 11.0122192<br>LONGITUD: -74.8136675<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,309,POINT (-74.8136675 11.0122192),8559,11.0122192,-74.8136675,Funcionando,,
CALLE 87 CON CARRERA 46 BARRANQUILLA,No.: 312<br>CODIGO: 2348<br>LATITUD: 11.00287<br>LONGITUD: -74.8228939<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,312,POINT (-74.8228939 11.00287),2348,11.00287,-74.8228939,Funcionando,,
CALLE 87 CON CARRERA 47 BARRANQUILLA,No.: 313<br>CODIGO: 2348<br>LATITUD: 11.0031539<br>LONGITUD: -74.8227352<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,313,POINT (-74.8227352 11.0031539),2348,11.0031539,-74.8227352,Funcionando,,
CALLE 88 CON CARRERA 46 y 47 BARRANQUILLA,No.: 315<br>CODIGO: 8846<br>LATITUD: 11.003161<br>LONGITUD: -74.823650<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,315,POINT (-74.82365 11.003161),8846,11.003161,-74.82365,Funcionando,,
CALLE 89 CON CARRERA 53 BARRANQUILLA,No.: 316<br>CODIGO: 1224<br>LATITUD: 11.0106504<br>LONGITUD: -74.8194759<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,316,POINT (-74.8194759 11.0106504),1224,11.0106504,-74.8194759,Funcionando,,
CALLE 90 CON CARRERA 46 BARRANQUILLA,No.: 317<br>CODIGO: 9046<br>LATITUD: 11.0035887<br>LONGITUD: -74.8244554<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,317,POINT (-74.8244554 11.0035887),9046,11.0035887,-74.8244554,Funcionando,,
CALLE 90 CON CARRERA 51B BARRANQUILLA,No.: 318<br>CODIGO: 1225<br>LATITUD: 11.0080018<br>LONGITUD: -74.8222026<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,318,POINT (-74.8222026 11.0080018),1225,11.0080018,-74.8222026,Funcionando,,
CALLE 90 CON CARRERA 53 BARRANQUILLA,No.: 319<br>CODIGO: 1224<br>LATITUD: 11.0110048<br>LONGITUD: -74.8199757<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,319,POINT (-74.8199757 11.0110048),1224,11.0110048,-74.8199757,Funcionando,,
CALLE 93 CON CARRERA 43 BARRANQUILLA,No.: 320<br>CODIGO: 9343<br>LATITUD: 11.0017702<br>LONGITUD: -74.8280803<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,320,POINT (-74.8280803 11.0017702),9343,11.0017702,-74.8280803,Funcionando,,
CALLE 93 CON CARRERA 45B BARRANQUILLA,No.: 321<br>CODIGO: 1343<br>LATITUD: 11.0038108<br>LONGITUD: -74.827226<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,321,POINT (-74.827226 11.0038108),1343,11.0038108,-74.827226,Funcionando,,
CALLE 93 CON CARRERA 46 BARRANQUILLA,No.: 322<br>CODIGO: 1343<br>LATITUD: 11.0047043<br>LONGITUD: -74.8269129<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,322,POINT (-74.8269129 11.0047043),1343,11.0047043,-74.8269129,Funcionando,,
CALLE 93 CON CARRERA 51B BARRANQUILLA,No.: 323<br>CODIGO: 1220<br>LATITUD: 11.0094407<br>LONGITUD: -74.8250597<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,323,POINT (-74.8250597 11.0094407),1220,11.0094407,-74.8250597,Funcionando,,
CALLE 94 CON CARRERA 52 BARRANQUILLA,No.: 324<br>CODIGO: 9452<br>LATITUD: 11.0106147<br>LONGITUD: -74.8246308<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,324,POINT (-74.8246308 11.0106147),9452,11.0106147,-74.8246308,Funcionando,,
CALLE 94 CON CARRERA 53 BARRANQUILLA,No.: 325<br>CODIGO: 1210<br>LATITUD: 11.0126678<br>LONGITUD: -74.8233265<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,325,POINT (-74.8233265 11.0126678),1210,11.0126678,-74.8233265,Funcionando,,
CALLE 94 CON CARRERA 57 BARRANQUILLA,No.: 326<br>CODIGO: 9457<br>LATITUD: 11.015010<br>LONGITUD: -74.821192<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,326,POINT (-74.821192 11.01501),9457,11.01501,-74.821192,Funcionando,,
CALLE 96 CON CARRERA 46 BARRANQUILLA,No.: 327<br>CODIGO: 1339<br>LATITUD: 11.005801<br>LONGITUD: -74.8293086<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,327,POINT (-74.8293086 11.005801),1339,11.005801,-74.8293086,Funcionando,,
CALLE 98 CON CARRERA 51B BARRANQUILLA,No.: 328<br>CODIGO: 1214<br>LATITUD: 11.0109886<br>LONGITUD: -74.8286042<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,328,POINT (-74.8286042 11.0109886),1214,11.0109886,-74.8286042,Funcionando,,
CALLE 98 CON CARRERA 52 BARRANQUILLA,No.: 329<br>CODIGO: 9852<br>LATITUD: 11.0120999<br>LONGITUD: -74.8278199<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,329,POINT (-74.8278199 11.0120999),9852,11.0120999,-74.8278199,Funcionando,,
CALLE 98 CON CARRERA 53 BARRANQUILLA,No.: 330<br>CODIGO: 1206<br>LATITUD: 11.0138164<br>LONGITUD: -74.8263404<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,330,POINT (-74.8263404 11.0138164),1206,11.0138164,-74.8263404,Funcionando,,
CALLE 99 CON CARRERA 53 BARRANQUILLA,No.: 331<br>CODIGO: 9953<br>LATITUD: 11.01447<br>LONGITUD: -74.8273638<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,331,POINT (-74.8273638 11.01447),9953,11.01447,-74.8273638,Funcionando,,
CALLE 99 CON CARRERA 55 BARRANQUILLA,No.: 332<br>CODIGO: 9955<br>LATITUD: 11.015444<br>LONGITUD: -74.826954<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,332,POINT (-74.826954 11.015444),9955,11.015444,-74.826954,Funcionando,,
CALLE 99 CON CARRERA 56 BARRANQUILLA,No.: 333<br>CODIGO: 9956<br>LATITUD: 11.0160656<br>LONGITUD: -74.8262897<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,333,POINT (-74.8262897 11.0160656),9956,11.0160656,-74.8262897,Funcionando,,
